1.214304469284962495e+00;2.461096301176271428e+00;3.420632316882177976e-02
4.388476930369221429e-02;5.146789849339424627e+00;4.366039304657594322e-02
4.851623525464255487e-02;5.903309690578022878e-02;2.876674656151078646e-01
1.369502628144018685e-01;-4.649430397863891784e+00;1.142308647891214157e+01
2.623240764577440487e+01;3.672142667412696682e+01;2.391442177197984265e+01
3.186680471045613672e+01;8.589506619281825905e+00;-7.052667727928685792e+00
-1.791300653428474021e+01;-2.856389505088178993e+01;-5.301276981593115778e+00
-1.166402878922770392e-01;-1.598480183699346746e-01;-1.349687004679078761e-01
-3.916246053641259550e+00;-4.215790568912947123e-01;-1.673192574948316746e-01
-1.734603564467298575e-01;-2.257742697318612657e-02;-1.528914874632991694e-01
