4867119097;-30.378;-28.548;1010.038;-25.62;152.5;1026.5081;0;
4867126909;-22.692;-18.788;1007.842;-25.62;152.5;1026.5081;0;
4867132182;-22.692;-18.788;1007.842;-25.62;155.306;1028.582;0;
4867139163;-18.788;-16.348;1008.452;-25.742;157.624;1033.0961;0;
4867146974;-14.152;-24.522;1010.526;-25.742;157.624;1033.0961;0;
4867153560;-14.152;-24.522;1010.526;-21.716;156.77;1031.144;0;
4867159776;-15.25;-29.768;1011.502;-17.568;155.184;1029.558;0;
4867166741;-20.252;-24.156;1010.892;-17.568;155.184;1029.558;0;
4867172010;-20.252;-24.156;1010.892;-15.982;153.964;1028.704;0;
4867178081;-23.912;-20.984;1010.526;-15.982;153.964;1028.704;0;
4867184163;-23.912;-20.984;1010.526;-12.2;152.256;1026.874;0;
4867191149;-23.546;-27.206;1010.77;-8.418;151.036;1026.142;0;
4867197171;-22.326;-28.304;1011.136;-8.418;151.036;1026.142;0;
4867203668;-22.326;-28.304;1011.136;-5.49;149.45;1026.63;0;
4867209785;-21.594;-23.058;1011.136;-1.708;146.156;1026.63;0;
4867216662;-17.568;-27.328;1010.77;-1.708;146.156;1026.63;0;
4867221845;-17.568;-27.328;1010.77;-0.366;142.618;1025.166;0;
4867227829;-7.442;-24.156;1009.672;-0.366;142.618;1025.166;0;
4867233734;-7.442;-24.156;1009.672;1.952;141.52;1028.582;0;
4867240461;3.294;-19.764;1008.452;6.71;139.934;1029.558;0;
4867246682;5.49;-32.33;1009.428;6.71;139.934;1029.558;0;
4867251633;5.49;-32.33;1009.428;7.686;134.2;1023.702;0;
4867257351;11.102;-32.94;1014.552;7.686;134.2;1023.702;0;
4867263172;11.102;-32.94;1014.552;2.806;127.368;1019.676;0;
4867268981;13.786;-21.106;1010.648;2.806;127.368;1019.676;0;
4867274802;13.786;-21.106;1010.648;0.854;124.562;1022.604;0;
4867281526;12.2;-16.104;1002.962;2.318;124.44;1031.022;0;
4867286523;31.476;-22.814;1009.428;2.318;124.44;1031.022;0;
4867293661;31.476;-22.814;1009.428;3.294;115.412;1022.36;0;
4867298691;42.578;-33.916;1011.624;3.294;115.412;1022.36;0;
4867304514;42.578;-33.916;1011.624;7.686;103.212;1012.234;0;
4867311231;38.796;-27.938;1009.916;10.614;94.428;1015.284;0;
4867317081;36.966;-17.934;1010.892;10.614;94.428;1015.284;0;
4867322085;36.966;-17.934;1010.892;11.468;83.814;1012.722;0;
4867327896;40.504;-23.058;1010.282;11.468;83.814;1012.722;0;
4867333717;40.504;-23.058;1010.282;15.25;74.298;1011.502;0;
4867341751;53.558;-28.426;1010.648;20.862;63.196;1009.184;0;
4867346780;53.192;-29.28;1010.038;20.862;63.196;1009.184;0;
4867352601;53.192;-29.28;1010.038;25.498;49.41;1008.94;0;
4867358408;46.97;-28.304;1010.526;25.498;49.41;1008.94;0;
4867364229;46.97;-28.304;1010.526;25.376;34.038;1009.428;0;
4867370947;41.48;-28.426;1010.16;24.766;18.91;1010.526;0;
4867376795;43.31;-22.814;1010.648;24.766;18.91;1010.526;0;
4867383111;43.31;-22.814;1010.648;24.644;4.392;1011.502;0;
4867388054;56.12;-23.302;1011.38;24.644;4.392;1011.502;0;
4867393782;56.12;-23.302;1011.38;22.204;-10.614;1011.99;0;
4867399677;57.096;-30.134;1009.794;22.204;-10.614;1011.99;0;
4867405608;57.096;-30.134;1009.794;19.276;-26.108;1013.454;0;
4867412393;55.876;-27.572;1011.014;15.738;-42.456;1015.04;0;
4867417480;55.022;-29.28;1011.258;15.738;-42.456;1015.04;0;
4867423386;55.022;-29.28;1011.258;11.346;-58.56;1017.846;0;
4867431523;54.412;-26.352;1010.526;5.856;-75.396;1018.212;0;
4867436557;54.778;-20.862;1010.282;5.856;-75.396;1018.212;0;
4867442374;54.778;-20.862;1010.282;1.708;-90.524;1021.14;0;
4867448185;55.876;-22.448;1010.282;1.708;-90.524;1021.14;0;
4867454005;55.876;-22.448;1010.282;-2.318;-104.188;1023.214;0;
4867459994;65.392;-26.962;1010.282;-2.318;-104.188;1023.214;0;
4867466893;74.908;-30.622;1010.038;-5.734;-116.876;1023.824;0;
4867472072;74.908;-30.622;1010.038;-5.856;-127.734;1025.8981;0;
4867479375;78.08;-30.988;1010.77;-5.856;-127.734;1025.8981;0;
4867484598;78.08;-30.988;1010.77;-2.806;-137.372;1029.314;0;
4867491489;73.566;-29.402;1010.16;-0.122;-147.132;1031.144;0;
4867496666;66.612;-25.864;1009.428;-0.122;-147.132;1031.144;0;
4867502661;66.612;-25.864;1009.428;1.708;-154.818;1032.486;0;
4867508554;68.442;-26.352;1009.55;1.708;-154.818;1032.486;0;
4867514465;68.442;-26.352;1009.55;3.904;-160.796;1032.608;0;
4867522465;77.226;-29.28;1009.428;5.124;-165.432;1032.608;0;
4867527582;81.984;-31.11;1009.672;5.124;-165.432;1032.608;0;
4867533484;81.984;-31.11;1009.672;5.124;-168.726;1034.316;0;
4867539379;78.324;-30.988;1010.038;5.124;-168.726;1034.316;0;
4867545286;78.324;-30.988;1010.038;4.026;-172.508;1035.292;0;
4867552099;70.516;-26.962;1009.916;2.562;-175.558;1035.17;0;
4867557186;67.71;-26.596;1010.038;2.562;-175.558;1035.17;0;
4867563094;67.71;-26.596;1010.038;-1.342;-176.046;1035.048;0;
4867570583;71.858;-29.036;1010.282;-1.342;-176.046;1035.048;0;
4867576706;75.64;-29.89;1010.648;-6.466;-174.948;1034.194;0;
4867582745;75.64;-29.89;1010.648;-10.858;-173.728;1032.974;0;
