5.341791153000000000e+09;1.842200000000000060e+01;-2.403399999999999892e+01;1.010282000000000039e+03;-6.099999999999999645e+00;1.598199999999999932e+01;1.024067999999999984e+03
5.341799186000000000e+09;1.854400000000000048e+01;-2.415599999999999881e+01;1.010282000000000039e+03;-6.222000000000000419e+00;1.598199999999999932e+01;1.024067999999999984e+03
5.341804218000000000e+09;1.830000000000000071e+01;-2.415599999999999881e+01;1.010282000000000039e+03;-6.222000000000000419e+00;1.598199999999999932e+01;1.024067999999999984e+03
5.341810035000000000e+09;1.830000000000000071e+01;-2.415599999999999881e+01;1.010282000000000039e+03;-5.977999999999999758e+00;1.610399999999999920e+01;1.024433999999999969e+03
5.341815844000000000e+09;1.756800000000000139e+01;-2.354599999999999937e+01;1.010159999999999968e+03;-5.977999999999999758e+00;1.610399999999999920e+01;1.024433999999999969e+03
5.341822571000000000e+09;1.122400000000000020e+01;-2.402655389323359358e+01;1.010769999999999982e+03;-6.344000000000000306e+00;1.585999999999999943e+01;1.024678000000000111e+03
5.341827591000000000e+09;1.122400000000000020e+01;-2.402655389323359358e+01;1.010769999999999982e+03;-5.612000000000000099e+00;1.525000000000000000e+01;1.024067999999999984e+03
5.341833401000000000e+09;-6.099999999999999867e-01;-2.402655389323359358e+01;1.010892000000000053e+03;-5.612000000000000099e+00;1.525000000000000000e+01;1.024067999999999984e+03
5.341840615000000000e+09;-6.099999999999999867e-01;-2.402655389323359358e+01;1.010892000000000053e+03;-3.415999999999999925e+00;1.488400000000000034e+01;1.023701999999999998e+03
5.341845655000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.011258000000000038e+03;-3.415999999999999925e+00;1.488400000000000034e+01;1.023701999999999998e+03
5.341852469000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.010769999999999982e+03;-2.318000000000000060e+00;1.476200000000000045e+01;1.022847999999999956e+03
5.341857559000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.010769999999999982e+03;-2.684000000000000163e+00;1.634799999999999898e+01;1.022360000000000014e+03
5.341863457000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.010403999999999996e+03;-2.684000000000000163e+00;1.634799999999999898e+01;1.022360000000000014e+03
5.341869367000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.010403999999999996e+03;-4.269999999999999574e+00;1.817800000000000082e+01;1.024132102356341420e+03
5.341875259000000000e+09;1.918629411764705850e+01;-2.402655389323359358e+01;1.011379999999999995e+03;-4.269999999999999574e+00;1.817800000000000082e+01;1.024132102356341420e+03
