1.229230142000000000e+09 1.378599999999999959e+01 7.075999999999999623e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229236698000000000e+09 1.366399999999999970e+01 7.198000000000000398e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229244540000000000e+09 1.366399999999999970e+01 7.198000000000000398e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229249397000000000e+09 1.366399999999999970e+01 7.320000000000000284e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229255043000000000e+09 1.366399999999999970e+01 7.320000000000000284e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229260673000000000e+09 1.354199999999999982e+01 7.320000000000000284e+00 1.012111999999999966e+03 -5.246000000000000441e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229267230000000000e+09 1.366399999999999970e+01 7.198000000000000398e+00 1.012234000000000037e+03 -5.123999999999999666e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229274598000000000e+09 1.366399999999999970e+01 7.198000000000000398e+00 1.012234000000000037e+03 -5.001999999999999780e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229279414000000000e+09 1.366399999999999970e+01 7.075999999999999623e+00 1.012234000000000037e+03 -5.001999999999999780e+00 1.305400000000000027e+01 1.023214000000000055e+03 0.000000000000000000e+00
1.229285063000000000e+09 1.366399999999999970e+01 7.075999999999999623e+00 1.012234000000000037e+03 -4.879999999999999893e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
1.229292015000000000e+09 1.354199999999999982e+01 6.953999999999999737e+00 1.012234000000000037e+03 -4.879999999999999893e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
1.229297789000000000e+09 1.354199999999999982e+01 6.831999999999999851e+00 1.012355999999999995e+03 -4.758000000000000007e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
1.229304314000000000e+09 1.354199999999999982e+01 6.831999999999999851e+00 1.012355999999999995e+03 -4.514000000000000234e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
1.229309137000000000e+09 1.354199999999999982e+01 6.709999999999999964e+00 1.012355999999999995e+03 -4.514000000000000234e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
1.229314786000000000e+09 1.354199999999999982e+01 6.709999999999999964e+00 1.012355999999999995e+03 -4.392000000000000348e+00 1.305400000000000027e+01 1.023336000000000013e+03 0.000000000000000000e+00
