1.479078479000000000e+09 1.219999999999999929e+01 6.222000000000000419e+00 1.011745999999999981e+03 -5.368000000000000327e+00 1.402999999999999936e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479084130000000000e+09 1.219999999999999929e+01 6.222000000000000419e+00 1.011745999999999981e+03 -5.368000000000000327e+00 1.415199999999999925e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479089767000000000e+09 1.219999999999999929e+01 6.222000000000000419e+00 1.011745999999999981e+03 -5.368000000000000327e+00 1.415199999999999925e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479097644000000000e+09 1.232199999999999918e+01 6.222000000000000419e+00 1.011745999999999981e+03 -5.368000000000000327e+00 1.439600000000000080e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479105115000000000e+09 1.232199999999999918e+01 6.222000000000000419e+00 1.011745999999999981e+03 -5.246000000000000441e+00 1.451800000000000068e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479115098000000000e+09 1.244400000000000084e+01 6.099999999999999645e+00 1.011745999999999981e+03 -5.246000000000000441e+00 1.476200000000000045e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479125080000000000e+09 1.244400000000000084e+01 6.099999999999999645e+00 1.011624000000000024e+03 -5.246000000000000441e+00 1.488400000000000034e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479135058000000000e+09 1.232199999999999918e+01 5.977999999999999758e+00 1.011624000000000024e+03 -5.123999999999999666e+00 1.512800000000000011e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479145036000000000e+09 1.232199999999999918e+01 5.977999999999999758e+00 1.011624000000000024e+03 -5.123999999999999666e+00 1.537199999999999989e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479155009000000000e+09 1.219999999999999929e+01 5.855999999999999872e+00 1.011624000000000024e+03 -5.001999999999999780e+00 1.549399999999999977e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479164986000000000e+09 1.207799999999999940e+01 5.855999999999999872e+00 1.011745999999999981e+03 -5.001999999999999780e+00 1.561599999999999966e+01 1.023457999999999970e+03 0.000000000000000000e+00
1.479175490000000000e+09 1.207799999999999940e+01 5.977999999999999758e+00 1.011745999999999981e+03 -4.879999999999999893e+00 1.585999999999999943e+01 1.023457999999999970e+03 0.000000000000000000e+00
